Id,Date,Transaction,Currency,Description
4192,2024-08-28T18:30:59,-851.21,USD,Medical expenses
4193,2024-04-28T18:40:12,-62.29,USD,Medical expenses
4194,2024-07-16T17:15:42,+382.92,USD,School expences
4195,2024-01-21T14:59:38,-569.9,USD,School expences
4196,2024-10-13T04:50:48,+961.33,USD,Videogames
4197,2024-05-03T05:37:42,-957.04,USD,Online purchase
4198,2024-03-27T17:34:10,-575.81,USD,Rent payment
4199,2024-07-08T15:26:38,-444.37,USD,Medical expenses
4200,2024-08-31T18:36:04,-561.11,USD,School expences
4201,2024-12-22T22:03:54,+308.15,USD,Salary
4202,2024-05-23T18:14:48,-51.35,USD,Online purchase
4203,2024-11-27T12:22:36,+715.31,USD,Restaurant bill
4204,2024-08-21T21:50:25,+750.15,USD,Videogames
4205,2024-06-16T21:01:35,+96.03,USD,Rent payment
4206,2024-02-27T17:16:23,-646.71,USD,Refunds
4207,2024-09-25T23:01:02,-967.57,USD,Videogames
4208,2024-08-04T20:13:58,-35.45,USD,Salary
4209,2024-08-23T11:06:26,-398.55,USD,School expences
4210,2024-03-31T04:01:54,-784.17,USD,Medical expenses
4211,2024-06-11T12:13:59,+95.34,USD,Utilities bill
4212,2024-08-11T23:55:07,-594.88,USD,Restaurant bill
4213,2024-03-05T09:01:05,-462.87,USD,Grocery shopping
4214,2024-02-10T18:32:49,-151.52,USD,School expences
4215,2024-04-02T02:50:03,+367.0,USD,School expences
4216,2024-12-11T15:00:00,-873.68,USD,Restaurant bill
4217,2024-12-26T12:14:52,+862.29,USD,School expences
4218,2024-12-10T15:47:50,-780.07,USD,Utilities bill
4219,2024-01-31T10:41:28,+681.06,USD,Salary
4220,2024-02-23T14:34:42,-614.27,USD,Medical expenses
4221,2024-06-21T07:51:46,+722.7,USD,School expences
4222,2024-01-13T04:46:46,-809.95,USD,Online purchase
4223,2024-11-15T15:17:56,+732.83,USD,Medical expenses
4224,2024-10-30T17:47:30,+559.88,USD,Videogames
4225,2024-02-18T02:57:18,+913.31,USD,School expences
4226,2024-10-26T07:39:02,+495.37,USD,Salary
4227,2024-01-20T12:57:59,+951.91,USD,Refunds
4228,2024-05-31T06:47:42,-336.0,USD,Online purchase
4229,2024-04-05T16:16:51,+173.23,USD,Salary
4230,2024-08-27T08:13:39,+271.6,USD,Grocery shopping
4231,2024-04-10T08:23:33,-6.38,USD,Rent payment
4232,2024-03-04T04:34:02,-197.02,USD,School expences
4233,2024-08-22T11:19:12,+235.99,USD,Online purchase
4234,2024-04-14T13:12:44,-392.94,USD,Medical expenses
4235,2024-04-21T19:32:32,+716.54,USD,Refunds
4236,2024-02-03T18:47:13,-104.21,USD,Salary
4237,2024-10-13T06:33:58,+20.93,USD,Salary
4238,2024-12-19T01:36:05,+660.07,USD,Online purchase
4239,2024-05-03T18:43:19,-749.06,USD,Rent payment
4240,2024-05-05T03:39:40,+905.22,USD,Rent payment
4241,2024-01-26T13:35:46,-168.84,USD,Salary
4242,2024-06-26T21:09:45,+212.45,USD,Refunds
4243,2024-11-02T13:03:29,-485.81,USD,Online purchase
4244,2024-12-16T09:04:26,-294.41,USD,Online purchase
4245,2024-12-03T07:55:40,-783.41,USD,Online purchase
4246,2024-12-03T23:33:26,-534.05,USD,Medical expenses
4247,2024-08-04T07:45:35,-870.9,USD,Videogames
4248,2024-12-14T13:13:03,+371.05,USD,School expences
4249,2024-09-30T11:28:03,+232.89,USD,Rent payment
4250,2024-01-19T13:11:20,+128.15,USD,Grocery shopping
4251,2024-05-02T00:47:21,-430.05,USD,Medical expenses
4252,2024-09-18T10:50:00,-353.05,USD,Medical expenses
4253,2024-11-17T12:20:07,+944.5,USD,Online purchase
4254,2024-05-11T03:00:03,+673.6,USD,Rent payment
4255,2024-05-18T10:16:11,+486.59,USD,Restaurant bill
4256,2024-12-20T12:11:51,-999.4,USD,Online purchase
4257,2024-09-26T02:42:37,-208.65,USD,Utilities bill
4258,2024-02-22T01:11:15,-774.44,USD,Restaurant bill
4259,2024-02-09T22:01:45,+787.44,USD,Refunds
4260,2024-04-15T16:31:05,-335.52,USD,Videogames
4261,2024-01-07T20:14:06,+618.87,USD,Medical expenses
4262,2024-02-06T05:13:02,+706.78,USD,Refunds
4263,2024-12-30T17:34:10,-555.15,USD,Refunds
4264,2024-12-05T02:36:31,+99.01,USD,Rent payment
4265,2024-12-08T01:47:48,-685.82,USD,Medical expenses
4266,2024-02-18T11:54:49,-92.15,USD,Online purchase
4267,2024-02-16T16:17:37,-840.56,USD,Videogames
4268,2024-08-20T07:53:05,+606.25,USD,Restaurant bill
4269,2024-08-05T21:44:51,-919.78,USD,Videogames
4270,2024-12-17T02:46:19,-831.25,USD,Rent payment
4271,2024-07-17T11:50:39,-332.73,USD,Rent payment
4272,2024-02-24T17:06:14,-161.92,USD,Salary
4273,2024-09-12T10:42:14,+930.27,USD,Rent payment
4274,2024-02-08T18:57:53,+560.0,USD,Videogames
4275,2024-07-12T17:19:34,-626.76,USD,Videogames
4276,2024-01-04T05:53:39,-636.19,USD,Utilities bill
4277,2024-07-02T16:14:32,+560.22,USD,Restaurant bill
4278,2024-11-30T00:36:19,+577.26,USD,Salary
4279,2024-08-01T04:48:46,+574.93,USD,Videogames
4280,2024-09-13T08:08:29,+866.86,USD,Refunds
4281,2024-11-09T14:53:26,+43.53,USD,Restaurant bill
4282,2024-06-08T19:55:54,+375.29,USD,Grocery shopping
4283,2024-06-21T05:46:42,-299.65,USD,Videogames
4284,2024-03-05T23:56:38,-158.1,USD,Videogames
4285,2024-02-03T08:40:13,+543.56,USD,Restaurant bill
4286,2024-04-25T03:28:27,-704.27,USD,Utilities bill
4287,2024-06-30T04:50:11,+641.32,USD,Restaurant bill
4288,2024-12-16T09:45:44,+831.38,USD,Restaurant bill
4289,2024-02-14T09:24:19,+576.94,USD,Salary
4290,2024-02-02T00:30:21,-478.94,USD,Online purchase
4291,2024-08-15T12:22:00,-185.04,USD,Grocery shopping
4292,2024-10-02T08:34:13,-616.72,USD,Salary
4293,2024-08-09T11:05:22,+468.83,USD,School expences
4294,2024-01-19T20:17:55,+489.33,USD,Salary
4295,2024-10-10T06:17:13,+26.24,USD,Online purchase
4296,2024-11-11T14:53:14,-576.36,USD,Refunds
4297,2024-10-22T19:13:31,-276.49,USD,Videogames
4298,2024-11-28T08:10:23,+444.33,USD,Grocery shopping
4299,2024-06-11T15:31:03,-103.92,USD,Utilities bill
4300,2024-04-11T08:30:03,-434.46,USD,Restaurant bill
4301,2024-04-01T05:54:40,-54.92,USD,Rent payment
4302,2024-06-30T22:11:59,+102.41,USD,Videogames
4303,2024-05-15T20:06:56,+954.95,USD,Online purchase
4304,2024-04-05T23:18:02,-665.78,USD,Restaurant bill
4305,2024-09-13T15:57:30,-274.91,USD,Videogames
4306,2024-04-14T02:23:17,-717.08,USD,Utilities bill
4307,2024-08-07T13:17:22,-863.82,USD,Restaurant bill
4308,2024-06-23T10:23:24,+901.23,USD,Grocery shopping
4309,2024-03-11T10:35:42,-171.37,USD,Medical expenses
4310,2024-08-14T19:14:47,+333.13,USD,Videogames
4311,2024-02-27T02:54:29,+183.19,USD,Medical expenses
4312,2024-08-08T07:09:20,+336.77,USD,Medical expenses
4313,2024-05-22T10:43:53,-607.82,USD,Salary
4314,2024-06-23T08:40:54,+220.54,USD,Medical expenses
4315,2024-04-27T17:05:35,+783.21,USD,Online purchase
4316,2024-01-22T15:05:35,+736.33,USD,Utilities bill
4317,2024-11-29T02:08:07,-387.96,USD,Online purchase
4318,2024-12-05T02:36:48,+660.79,USD,Restaurant bill
4319,2024-08-23T07:28:08,+454.49,USD,Videogames
4320,2024-01-24T07:56:00,+816.89,USD,Utilities bill
4321,2024-04-25T20:06:27,-443.42,USD,Medical expenses
4322,2024-04-20T10:54:11,-568.21,USD,Videogames
4323,2024-10-29T18:44:11,+808.17,USD,Utilities bill
4324,2024-09-25T20:27:30,-457.61,USD,Salary
4325,2024-10-20T12:13:21,-449.11,USD,Videogames
4326,2024-12-19T08:12:03,+963.01,USD,Medical expenses
4327,2024-10-04T16:03:49,+128.65,USD,Utilities bill
4328,2024-01-11T01:03:44,-137.69,USD,Online purchase
4329,2024-01-24T10:59:07,-690.38,USD,Rent payment
4330,2024-08-21T20:45:55,+48.59,USD,Online purchase
4331,2024-05-06T17:15:30,-145.24,USD,Refunds
4332,2024-02-20T07:54:25,-987.99,USD,Videogames
4333,2024-11-12T09:57:25,+312.0,USD,Restaurant bill
4334,2024-06-21T04:13:10,-852.47,USD,Salary
4335,2024-04-27T04:37:00,-152.0,USD,Medical expenses
4336,2024-10-20T20:22:21,-192.48,USD,School expences
4337,2024-08-13T01:21:28,+360.48,USD,Refunds
4338,2024-08-24T22:04:47,-788.6,USD,Rent payment
4339,2024-07-06T00:11:35,-807.12,USD,Salary
4340,2024-11-13T20:21:54,+206.01,USD,Medical expenses
4341,2024-10-13T03:00:06,+751.11,USD,Medical expenses
4342,2024-02-07T16:49:27,-566.08,USD,Grocery shopping
4343,2024-11-14T15:40:33,-88.22,USD,Online purchase
4344,2024-02-17T14:01:21,-648.5,USD,Rent payment
4345,2024-06-19T10:28:12,-254.05,USD,Online purchase
4346,2024-05-01T05:21:51,+309.32,USD,Rent payment
4347,2024-05-21T14:39:12,+744.53,USD,Utilities bill
4348,2024-09-16T23:31:32,+186.83,USD,Online purchase
4349,2024-03-06T00:32:35,+36.74,USD,Online purchase
4350,2024-03-05T09:09:47,-666.15,USD,Salary
4351,2024-04-16T03:21:42,+448.57,USD,Online purchase
4352,2024-04-27T00:28:45,-166.15,USD,Medical expenses
4353,2024-05-22T23:50:24,-594.61,USD,Online purchase
4354,2024-06-14T05:26:18,-559.0,USD,Online purchase
4355,2024-05-01T14:40:58,+660.79,USD,School expences
4356,2024-06-23T23:38:26,+816.51,USD,Restaurant bill
4357,2024-08-10T08:06:16,-493.18,USD,Rent payment
4358,2024-02-13T17:33:46,-390.51,USD,Salary
4359,2024-09-13T17:55:29,-890.19,USD,Rent payment
4360,2024-08-15T11:39:11,+336.16,USD,Online purchase
4361,2024-09-22T05:15:07,+421.28,USD,Grocery shopping
4362,2024-08-31T15:01:52,+598.36,USD,Medical expenses
4363,2024-06-07T23:56:46,-314.39,USD,Online purchase
4364,2024-07-04T16:12:06,-276.47,USD,Salary
4365,2024-11-12T08:24:44,-117.8,USD,Salary
4366,2024-06-04T02:55:17,-717.14,USD,Rent payment
4367,2024-09-01T02:47:57,+93.34,USD,Videogames
4368,2024-08-13T09:44:58,+923.9,USD,Utilities bill
4369,2024-12-14T11:52:50,-911.67,USD,Grocery shopping
4370,2024-09-05T23:16:11,+342.61,USD,Rent payment
4371,2024-04-21T22:17:37,-708.84,USD,Refunds
4372,2024-06-12T15:35:54,+873.96,USD,Salary
4373,2024-09-09T16:56:30,+412.77,USD,Rent payment
4374,2024-08-23T05:01:47,+416.28,USD,School expences
4375,2024-07-12T10:03:16,-790.09,USD,School expences
4376,2024-07-28T19:01:59,+73.12,USD,Utilities bill
4377,2024-08-28T18:09:23,-535.06,USD,Utilities bill
4378,2024-05-13T04:41:13,+921.4,USD,Utilities bill
4379,2024-06-21T21:36:23,-968.02,USD,Medical expenses
4380,2024-02-09T17:15:50,+875.57,USD,Medical expenses
4381,2024-03-23T18:15:42,-902.32,USD,Medical expenses
4382,2024-06-30T19:49:05,-45.4,USD,Refunds
4383,2024-12-04T12:45:49,+962.88,USD,Salary
4384,2024-12-24T14:12:38,+590.28,USD,Refunds
4385,2024-04-12T03:49:23,-73.19,USD,Grocery shopping
4386,2024-08-18T05:31:45,-33.93,USD,Refunds
4387,2024-05-01T06:21:39,+376.63,USD,Restaurant bill
4388,2024-05-13T15:34:03,-164.64,USD,Videogames
4389,2024-10-13T12:45:02,-53.71,USD,Utilities bill
4390,2024-07-27T23:18:40,-826.84,USD,Refunds
4391,2024-12-03T04:32:20,+959.77,USD,Restaurant bill
4392,2024-11-06T02:37:45,-349.93,USD,School expences
4393,2024-08-19T07:06:50,-824.25,USD,Utilities bill
4394,2024-05-10T00:38:24,-751.24,USD,Grocery shopping
4395,2024-11-25T17:25:44,-19.58,USD,Rent payment
4396,2024-08-17T19:44:32,+745.22,USD,School expences
4397,2024-09-19T13:00:55,+412.47,USD,School expences
4398,2024-03-30T16:05:14,+352.89,USD,Videogames
4399,2024-01-25T01:03:01,+386.87,USD,Rent payment
4400,2024-04-16T10:50:41,+383.82,USD,Rent payment
4401,2024-06-11T19:06:40,-530.22,USD,Restaurant bill
4402,2024-05-01T09:40:12,-249.83,USD,Refunds
4403,2024-11-16T12:21:42,-598.04,USD,Medical expenses
4404,2024-02-19T16:01:33,+124.28,USD,Refunds
4405,2024-06-09T23:27:01,+966.35,USD,Online purchase
4406,2024-06-23T21:11:22,-328.11,USD,Refunds
4407,2024-11-08T19:03:19,-964.58,USD,Restaurant bill
4408,2024-01-05T00:47:57,+791.13,USD,Medical expenses
4409,2024-05-26T02:46:27,+627.23,USD,Utilities bill
4410,2024-04-22T00:29:18,-491.86,USD,Restaurant bill
4411,2024-02-05T03:22:31,-630.89,USD,Salary
4412,2024-11-29T14:26:59,+238.47,USD,School expences
4413,2024-06-26T20:15:37,-942.7,USD,Refunds
4414,2024-12-20T23:17:14,+487.61,USD,Restaurant bill
4415,2024-01-15T16:17:43,+798.38,USD,Salary
4416,2024-12-20T03:58:45,+196.46,USD,Restaurant bill
4417,2024-10-09T09:23:12,+50.53,USD,Medical expenses
4418,2024-03-25T22:29:43,+395.38,USD,Videogames
4419,2024-03-19T01:20:17,+731.57,USD,Salary
4420,2024-01-22T12:35:12,-599.48,USD,Medical expenses
4421,2024-11-10T02:28:24,-7.69,USD,Online purchase
4422,2024-10-04T10:56:36,+496.22,USD,Videogames
4423,2024-12-05T23:18:21,-801.23,USD,Salary
4424,2024-12-25T16:34:00,-476.16,USD,Restaurant bill
4425,2024-08-25T16:37:11,+320.85,USD,Medical expenses
4426,2024-04-27T10:55:57,+280.4,USD,Restaurant bill
4427,2024-07-10T17:29:22,-35.75,USD,Medical expenses
4428,2024-06-21T01:08:21,+203.98,USD,Utilities bill
4429,2024-06-09T21:58:24,-45.14,USD,School expences
4430,2024-10-19T02:19:14,+265.48,USD,Restaurant bill
4431,2024-03-06T12:01:46,+78.57,USD,Rent payment
4432,2024-12-11T21:20:57,-483.21,USD,School expences
4433,2024-06-28T10:44:37,+874.61,USD,Restaurant bill
4434,2024-02-26T00:01:53,+406.74,USD,School expences
4435,2024-08-07T14:28:37,+820.94,USD,Medical expenses
4436,2024-06-05T20:21:53,-645.71,USD,Utilities bill
4437,2024-12-15T04:45:50,+709.01,USD,Videogames
4438,2024-12-04T01:39:41,-816.49,USD,Medical expenses
4439,2024-10-04T08:41:11,-841.4,USD,Restaurant bill
4440,2024-05-29T05:52:52,-591.88,USD,Videogames
4441,2024-08-21T16:20:35,-571.84,USD,School expences
4442,2024-08-13T04:58:08,+427.47,USD,Utilities bill
4443,2024-06-15T10:38:52,+363.22,USD,Salary
4444,2024-09-20T17:38:27,+969.91,USD,Grocery shopping
4445,2024-07-28T23:15:29,+828.83,USD,Videogames
4446,2024-03-16T09:33:10,-545.11,USD,School expences
4447,2024-11-01T10:31:15,+455.9,USD,Rent payment
4448,2024-08-17T05:18:01,+862.8,USD,Salary
4449,2024-01-19T19:58:41,+606.13,USD,Medical expenses
4450,2024-09-30T20:31:05,-882.51,USD,Online purchase
4451,2024-11-12T22:27:32,-848.9,USD,Restaurant bill
4452,2024-09-11T19:50:28,+318.21,USD,Refunds
4453,2024-11-20T00:29:06,+480.26,USD,Online purchase
4454,2024-09-21T05:09:49,+731.02,USD,Restaurant bill
4455,2024-09-13T14:47:21,-463.4,USD,Refunds
4456,2024-11-13T10:18:38,+442.79,USD,Refunds
4457,2024-07-12T12:46:02,-647.41,USD,Rent payment
4458,2024-01-27T05:59:45,-202.17,USD,Rent payment
4459,2024-11-04T04:00:23,+263.34,USD,Online purchase
4460,2024-08-19T01:22:21,-158.11,USD,Grocery shopping
4461,2024-12-11T01:45:26,+925.0,USD,School expences
4462,2024-04-15T08:05:38,-425.14,USD,Medical expenses
4463,2024-10-11T08:13:45,-348.58,USD,Online purchase
4464,2024-04-03T09:25:27,-227.01,USD,Online purchase
4465,2024-10-08T17:57:00,+282.16,USD,Grocery shopping
4466,2024-10-08T18:56:28,+845.94,USD,Rent payment
4467,2024-12-30T23:29:48,+274.71,USD,Medical expenses
4468,2024-10-16T11:37:30,+189.62,USD,Salary
4469,2024-11-08T19:13:22,+896.19,USD,Utilities bill
4470,2024-06-04T03:50:04,-101.82,USD,Salary
4471,2024-06-05T21:43:21,+866.2,USD,Rent payment
4472,2024-03-19T17:56:48,+533.43,USD,Grocery shopping
4473,2024-12-11T05:38:08,-49.57,USD,Salary
4474,2024-11-29T21:19:33,-32.82,USD,Online purchase
4475,2024-06-06T02:02:54,+280.73,USD,Rent payment
4476,2024-05-12T01:12:54,-340.42,USD,Videogames
4477,2024-03-08T22:41:05,+291.73,USD,Salary
4478,2024-04-02T08:23:06,-428.63,USD,Videogames
4479,2024-02-03T02:07:06,+471.11,USD,Medical expenses
4480,2024-08-18T12:46:26,-434.26,USD,Utilities bill
4481,2024-12-20T04:41:40,-248.53,USD,Grocery shopping
4482,2024-08-28T03:25:21,-163.73,USD,Medical expenses
4483,2024-10-05T11:35:11,-52.54,USD,School expences
4484,2024-02-29T19:56:08,-553.7,USD,Rent payment
4485,2024-11-30T00:51:09,-527.73,USD,Restaurant bill
4486,2024-02-17T19:51:05,-279.06,USD,Utilities bill
4487,2024-01-15T07:57:42,-158.13,USD,School expences
4488,2024-03-21T00:09:16,+289.11,USD,Refunds
4489,2024-09-18T07:21:54,-465.15,USD,Videogames
4490,2024-11-02T21:38:47,-766.47,USD,Medical expenses
4491,2024-10-02T23:11:52,-572.16,USD,Salary
4492,2024-09-12T00:34:02,-684.18,USD,Refunds
4493,2024-05-19T23:04:38,-569.5,USD,Online purchase
4494,2024-10-24T17:00:19,-131.62,USD,School expences
4495,2024-02-17T09:14:26,+931.58,USD,Salary
4496,2024-06-19T23:58:29,-800.62,USD,Medical expenses
4497,2024-10-06T22:00:10,+522.67,USD,Medical expenses
4498,2024-02-18T04:17:35,-645.56,USD,Restaurant bill
4499,2024-12-22T00:39:30,+791.13,USD,Refunds
4500,2024-06-30T01:56:29,-442.16,USD,Salary
4501,2024-10-06T20:52:15,+821.3,USD,Grocery shopping
4502,2024-02-05T21:39:05,-414.26,USD,Medical expenses
4503,2024-02-10T03:13:25,+517.48,USD,Restaurant bill
4504,2024-06-09T03:50:17,+67.34,USD,Rent payment
4505,2024-04-27T19:05:56,+580.35,USD,Restaurant bill
4506,2024-11-17T00:50:39,+514.12,USD,Restaurant bill
4507,2024-08-24T07:53:00,+455.39,USD,Medical expenses
4508,2024-04-14T17:55:57,+423.27,USD,Refunds
4509,2024-02-20T21:43:47,-927.7,USD,Medical expenses
4510,2024-07-06T06:05:20,-357.72,USD,School expences
4511,2024-09-01T19:47:35,-851.06,USD,Salary
4512,2024-12-24T23:30:42,+436.31,USD,Grocery shopping
4513,2024-03-04T12:29:50,-962.65,USD,Restaurant bill
4514,2024-03-21T11:58:32,+203.28,USD,Utilities bill
4515,2024-09-06T01:01:32,+895.01,USD,School expences
4516,2024-11-23T21:51:45,+475.98,USD,Salary
4517,2024-09-09T07:34:18,-426.99,USD,Videogames
4518,2024-11-10T06:42:50,-621.6,USD,Rent payment
4519,2024-02-11T09:02:47,-709.69,USD,Salary
4520,2024-07-04T15:19:49,+413.98,USD,Online purchase
4521,2024-02-21T08:07:38,-956.14,USD,Rent payment
4522,2024-08-04T07:33:49,-513.57,USD,Medical expenses
4523,2024-09-29T12:27:06,+142.63,USD,Grocery shopping
4524,2024-07-07T17:56:08,+637.48,USD,Online purchase
4525,2024-12-12T17:08:39,-678.22,USD,Salary
4526,2024-05-19T06:12:48,+188.5,USD,Refunds
4527,2024-05-22T18:08:02,-715.53,USD,School expences
4528,2024-02-15T08:31:27,-162.07,USD,Medical expenses
4529,2024-03-21T18:34:39,+357.77,USD,Rent payment
4530,2024-12-08T09:13:16,+552.16,USD,Rent payment
4531,2024-04-18T05:20:45,+229.32,USD,Salary
4532,2024-10-21T21:57:25,-631.71,USD,Salary
4533,2024-11-06T15:32:52,+360.77,USD,Online purchase
4534,2024-12-23T02:21:39,-117.46,USD,Online purchase
4535,2024-04-20T02:52:05,-730.31,USD,Grocery shopping
4536,2024-11-20T16:09:14,-782.96,USD,Grocery shopping
4537,2024-11-27T02:08:24,-818.36,USD,Online purchase
4538,2024-02-18T04:55:14,-428.02,USD,Salary
4539,2024-02-05T23:51:07,-828.58,USD,Videogames
4540,2024-06-21T20:52:34,+427.04,USD,School expences
4541,2024-08-28T03:29:13,+810.77,USD,Utilities bill
4542,2024-05-02T14:58:15,-281.27,USD,Grocery shopping
4543,2024-07-08T04:45:42,-666.26,USD,Rent payment
4544,2024-01-08T06:18:40,+213.88,USD,School expences
4545,2024-12-10T22:56:24,+338.72,USD,Medical expenses
4546,2024-04-18T07:10:03,-285.14,USD,Utilities bill
4547,2024-12-24T04:30:24,-75.18,USD,Videogames
4548,2024-09-11T03:55:01,+617.12,USD,Refunds
4549,2024-03-08T05:49:23,+222.6,USD,School expences
4550,2024-08-15T13:32:55,+405.82,USD,Grocery shopping
4551,2024-03-19T06:36:06,+697.8,USD,School expences
4552,2024-12-07T07:07:27,-733.56,USD,Videogames
4553,2024-02-07T17:56:08,+413.21,USD,Grocery shopping
4554,2024-12-24T03:52:49,-399.13,USD,Online purchase
4555,2024-12-27T22:35:24,-891.1,USD,Salary
4556,2024-08-31T22:21:12,+263.65,USD,Grocery shopping
4557,2024-03-13T11:01:23,+88.22,USD,Rent payment
4558,2024-02-20T09:04:33,-970.48,USD,Restaurant bill
4559,2024-12-20T06:29:47,+244.21,USD,Salary
4560,2024-12-28T13:14:55,+454.64,USD,Online purchase
4561,2024-12-12T04:23:16,+870.11,USD,Medical expenses
4562,2024-07-24T13:31:50,+369.17,USD,Grocery shopping
4563,2024-07-27T05:33:24,-187.17,USD,School expences
4564,2024-03-22T02:54:46,+333.52,USD,Online purchase
4565,2024-12-17T13:31:29,-19.13,USD,Rent payment
4566,2024-05-15T12:40:39,-708.29,USD,Salary
4567,2024-01-20T23:37:57,-540.07,USD,Restaurant bill
4568,2024-06-28T00:58:23,+220.74,USD,School expences
4569,2024-11-05T11:00:18,+134.45,USD,School expences
4570,2024-06-14T13:27:58,-472.61,USD,Online purchase
4571,2024-04-14T21:54:57,-818.05,USD,Restaurant bill
4572,2024-03-18T05:09:46,-373.18,USD,Utilities bill
4573,2024-08-16T22:31:34,+147.49,USD,Rent payment
4574,2024-01-11T07:06:23,+425.86,USD,School expences
4575,2024-07-13T13:29:41,-188.84,USD,Utilities bill
4576,2024-09-12T17:18:45,+398.97,USD,Refunds
4577,2024-06-27T22:33:04,+978.69,USD,Refunds
4578,2024-01-06T14:41:31,+317.95,USD,School expences
4579,2024-01-26T22:36:44,-404.94,USD,Grocery shopping
4580,2024-10-14T05:39:09,+908.13,USD,Videogames
4581,2024-07-26T23:48:39,-60.5,USD,Refunds
4582,2024-05-03T12:42:31,-930.33,USD,Medical expenses
4583,2024-04-15T15:07:24,-614.82,USD,Grocery shopping
4584,2024-02-02T19:45:57,+545.8,USD,Videogames
4585,2024-06-16T09:23:28,-754.76,USD,Medical expenses
4586,2024-02-16T23:16:00,-512.45,USD,Videogames
4587,2024-11-06T14:36:26,+625.02,USD,Restaurant bill
4588,2024-02-07T02:49:46,+244.82,USD,Restaurant bill
4589,2024-06-15T00:38:57,-939.06,USD,Restaurant bill
4590,2024-07-01T23:30:58,+347.06,USD,Online purchase
4591,2024-10-04T19:04:13,+547.59,USD,Online purchase
4592,2024-08-10T09:41:21,-987.59,USD,School expences
4593,2024-05-25T02:57:52,-679.11,USD,Salary
4594,2024-09-06T02:41:51,+598.27,USD,Grocery shopping
4595,2024-01-16T17:28:09,+229.5,USD,Restaurant bill
4596,2024-02-01T04:55:49,-70.04,USD,Videogames
4597,2024-07-11T11:57:44,-640.32,USD,Salary
4598,2024-10-14T12:33:43,-580.38,USD,Online purchase
4599,2024-11-04T20:51:24,-748.82,USD,Refunds
4600,2024-07-12T12:49:44,+366.5,USD,Grocery shopping
4601,2024-03-14T05:38:13,-550.72,USD,Salary
4602,2024-11-23T23:07:02,-645.82,USD,Rent payment
4603,2024-10-26T11:36:24,+966.99,USD,Salary
4604,2024-07-08T01:15:14,+761.13,USD,Refunds
4605,2024-06-27T16:27:52,-683.13,USD,Refunds
4606,2024-10-17T07:41:32,+305.07,USD,Restaurant bill
4607,2024-03-22T20:07:55,-734.37,USD,Online purchase
4608,2024-05-22T04:35:44,-495.76,USD,Videogames
4609,2024-10-31T09:19:43,+10.22,USD,Restaurant bill
4610,2024-12-14T15:32:16,-620.71,USD,Videogames
4611,2024-02-08T03:53:20,+772.1,USD,Salary
4612,2024-02-23T11:35:00,+572.93,USD,Restaurant bill
4613,2024-06-03T23:01:18,-272.29,USD,Rent payment
4614,2024-03-22T06:36:13,-236.7,USD,Videogames
4615,2024-03-28T13:00:26,-575.92,USD,Grocery shopping
4616,2024-03-03T12:00:29,+515.77,USD,Medical expenses
4617,2024-01-04T06:41:36,-417.19,USD,Salary
4618,2024-10-26T12:01:12,-139.34,USD,Online purchase
4619,2024-03-30T16:03:31,-227.68,USD,School expences
4620,2024-11-07T01:00:25,+669.61,USD,Salary
4621,2024-08-09T06:14:50,-492.74,USD,Online purchase
4622,2024-01-16T00:23:42,+859.92,USD,School expences
4623,2024-01-21T03:21:02,+116.78,USD,Videogames
4624,2024-04-25T20:01:31,+529.74,USD,Videogames
4625,2024-11-12T13:31:54,+653.93,USD,Videogames
4626,2024-03-27T09:11:00,-177.08,USD,Videogames
4627,2024-09-21T02:08:08,-829.61,USD,Salary
4628,2024-06-10T22:59:06,-729.73,USD,Grocery shopping
4629,2024-10-23T20:28:55,+726.89,USD,Online purchase
4630,2024-09-21T07:18:33,+704.56,USD,Online purchase
4631,2024-02-24T21:16:35,-602.41,USD,Restaurant bill
4632,2024-10-15T07:24:59,+360.1,USD,Refunds
4633,2024-03-14T03:09:52,+864.88,USD,Salary
4634,2024-06-05T00:36:58,+958.66,USD,Refunds
4635,2024-08-29T15:59:22,+57.79,USD,Medical expenses
4636,2024-02-17T11:45:51,-837.81,USD,School expences
4637,2024-10-04T12:34:35,-689.25,USD,Grocery shopping
4638,2024-01-10T20:43:02,+844.04,USD,Utilities bill
4639,2024-06-06T20:16:39,-435.87,USD,Videogames
4640,2024-11-01T14:17:14,-8.25,USD,Videogames
4641,2024-03-25T00:44:06,-640.1,USD,Salary
4642,2024-02-10T19:44:32,+558.46,USD,Salary
4643,2024-08-26T21:13:03,-675.54,USD,Grocery shopping
4644,2024-08-25T22:51:08,+730.9,USD,Grocery shopping
4645,2024-04-23T22:22:53,-285.22,USD,Videogames
4646,2024-11-06T06:40:06,+269.94,USD,Grocery shopping
4647,2024-10-22T21:28:03,+343.03,USD,Restaurant bill
4648,2024-12-09T18:45:57,-216.69,USD,Restaurant bill
4649,2024-08-04T10:10:26,+770.89,USD,Restaurant bill
4650,2024-02-24T00:36:11,-752.96,USD,Grocery shopping
4651,2024-06-21T17:13:10,-714.98,USD,Medical expenses
4652,2024-02-05T19:04:00,+11.48,USD,Rent payment
4653,2024-04-13T22:35:42,-289.51,USD,Salary
4654,2024-01-01T09:33:35,+309.11,USD,Online purchase
4655,2024-10-26T06:47:40,-158.65,USD,Grocery shopping
4656,2024-04-25T23:59:39,+519.4,USD,Online purchase
4657,2024-02-15T14:50:19,+586.89,USD,Medical expenses
